Bereich,Unterbereich,Teilbereich31,Teilbereich,Menge,Jahr,lfdNr
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,15,Transferaufwendungen,119117.06,2009,6292
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,16,Sonstige ordentliche Aufwendungen,94946.30,2009,6293
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,17,Ordentliche Aufwendungen,2070765.37,2009,6294
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,18,Ordentliches Ergebnis,1395974.38,2009,6295
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,1395974.38,2009,6296
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,1395974.38,2009,6297
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,193190.04,2009,6298
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,Interne,Leistungsbeziehungen,193190.04,2009,6299
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-1452664.72,2009,6301
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,6,Kostenerstattungen und Kostenumlagen,0.00,2009,6302
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,7,Sonstige ordentliche Erträge,-16274.35,2009,6303
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,10,Ordentliche Erträge,-1468939.07,2009,6304
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,11,Personalaufwendungen,587196.27,2009,6305
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,12,Versorgungsaufwendungen,170994.96,2009,6306
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,347123.63,2009,6307
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,14,Bilanzielle Abschreibungen,4148.70,2009,6308
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,15,Transferaufwendungen,29978.86,2009,6309
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,16,Sonstige ordentliche Aufwendungen,346293.82,2009,6310
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,17,Ordentliche Aufwendungen,1485736.24,2009,6311
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,18,Ordentliches Ergebnis,16797.17,2009,6312
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,16797.17,2009,6313
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,16797.17,2009,6314
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,46129.92,2009,6315
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,Interne,Leistungsbeziehungen,46129.92,2009,6316
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,2,Zuwendungen und allgemeine Umlagen,-3672.92,2009,6318
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-3118297.45,2009,6319
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,5,Privatrechtliche Leistungsentgelte,-2270.79,2009,6320
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,6,Kostenerstattungen und Kostenumlagen,-69283.24,2009,6321
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,7,Sonstige ordentliche Erträge,-5868659.75,2009,6322
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,10,Ordentliche Erträge,-9062184.15,2009,6323
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,11,Personalaufwendungen,4150386.45,2009,6324
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,12,Versorgungsaufwendungen,880171.37,2009,6325
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,859841.90,2009,6326
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,14,Bilanzielle Abschreibungen,60286.40,2009,6327
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,16,Sonstige ordentliche Aufwendungen,781414.85,2009,6328
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,17,Ordentliche Aufwendungen,6732100.97,2009,6329
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,18,Ordentliches Ergebnis,-2330083.18,2009,6330
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,-2330083.18,2009,6331
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,-2330083.18,2009,6332
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,408510.00,2009,6333
Sicherheit und Ordnung, Straßenverkehrsrechtliche Angelegenheiten,Interne,Leistungsbeziehungen,408510.00,2009,6334
Sicherheit und Ordnung, Bürgerangelegenheiten,2,Zuwendungen und allgemeine Umlagen,0.00,2009,6336
Sicherheit und Ordnung, Bürgerangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-1662045.06,2009,6337
Sicherheit und Ordnung, Bürgerangelegenheiten,5,Privatrechtliche Leistungsentgelte,-21033.56,2009,6338
Sicherheit und Ordnung, Bürgerangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-13659.85,2009,6339
Sicherheit und Ordnung, Bürgerangelegenheiten,7,Sonstige ordentliche Erträge,-20959.34,2009,6340
Sicherheit und Ordnung, Bürgerangelegenheiten,10,Ordentliche Erträge,-1717697.81,2009,6341
Sicherheit und Ordnung, Bürgerangelegenheiten,11,Personalaufwendungen,3154510.17,2009,6342
Sicherheit und Ordnung, Bürgerangelegenheiten,12,Versorgungsaufwendungen,687952.91,2009,6343
Sicherheit und Ordnung, Bürgerangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,749582.30,2009,6344
Sicherheit und Ordnung, Bürgerangelegenheiten,14,Bilanzielle Abschreibungen,26651.51,2009,6345
Sicherheit und Ordnung, Bürgerangelegenheiten,15,Transferaufwendungen,3070.00,2009,6346
Sicherheit und Ordnung, Bürgerangelegenheiten,16,Sonstige ordentliche Aufwendungen,1009749.56,2009,6347
Sicherheit und Ordnung, Bürgerangelegenheiten,17,Ordentliche Aufwendungen,5631516.45,2009,6348
Sicherheit und Ordnung, Bürgerangelegenheiten,18,Ordentliches Ergebnis,3913818.64,2009,6349
Sicherheit und Ordnung, Bürgerangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,3913818.64,2009,6350
Sicherheit und Ordnung, Bürgerangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,3913818.64,2009,6351
Sicherheit und Ordnung, Bürgerangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,321850.00,2009,6352
Sicherheit und Ordnung, Bürgerangelegenheiten,Interne,Leistungsbeziehungen,321850.00,2009,6353
Sicherheit und Ordnung, Standesamtsangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-501079.32,2009,6355
Sicherheit und Ordnung, Standesamtsangelegenheiten,5,Privatrechtliche Leistungsentgelte,-26713.00,2009,6356
Sicherheit und Ordnung, Standesamtsangelegenheiten,7,Sonstige ordentliche Erträge,-4123.16,2009,6357
Sicherheit und Ordnung, Standesamtsangelegenheiten,10,Ordentliche Erträge,-531915.48,2009,6358
Sicherheit und Ordnung, Standesamtsangelegenheiten,11,Personalaufwendungen,821262.06,2009,6359
Sicherheit und Ordnung, Standesamtsangelegenheiten,12,Versorgungsaufwendungen,245408.84,2009,6360
Sicherheit und Ordnung, Standesamtsangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,91102.43,2009,6361
Sicherheit und Ordnung, Standesamtsangelegenheiten,14,Bilanzielle Abschreibungen,14513.97,2009,6362
Sicherheit und Ordnung, Standesamtsangelegenheiten,16,Sonstige ordentliche Aufwendungen,48267.64,2009,6363
Sicherheit und Ordnung, Standesamtsangelegenheiten,17,Ordentliche Aufwendungen,1220554.94,2009,6364
Sicherheit und Ordnung, Standesamtsangelegenheiten,18,Ordentliches Ergebnis,688639.46,2009,6365
Sicherheit und Ordnung, Standesamtsangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,688639.46,2009,6366
Sicherheit und Ordnung, Standesamtsangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,688639.46,2009,6367
Sicherheit und Ordnung, Standesamtsangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,195060.00,2009,6368
Sicherheit und Ordnung, Standesamtsangelegenheiten,Interne,Leistungsbeziehungen,195060.00,2009,6369
Sicherheit und Ordnung, Ausländerangelegenheiten,2,Zuwendungen und allgemeine Umlagen,0.00,2009,6371
Sicherheit und Ordnung, Ausländerangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-256052.20,2009,6372
Sicherheit und Ordnung, Ausländerangelegenheiten,5,Privatrechtliche Leistungsentgelte,-192.73,2009,6373
Sicherheit und Ordnung, Ausländerangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-54980.94,2009,6374
Sicherheit und Ordnung, Ausländerangelegenheiten,7,Sonstige ordentliche Erträge,-105.00,2009,6375
Sicherheit und Ordnung, Ausländerangelegenheiten,10,Ordentliche Erträge,-311330.87,2009,6376
Sicherheit und Ordnung, Ausländerangelegenheiten,11,Personalaufwendungen,1117790.29,2009,6377
Sicherheit und Ordnung, Ausländerangelegenheiten,12,Versorgungsaufwendungen,300647.45,2009,6378
Sicherheit und Ordnung, Ausländerangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,79468.33,2009,6379
Sicherheit und Ordnung, Ausländerangelegenheiten,14,Bilanzielle Abschreibungen,18543.27,2009,6380
Sicherheit und Ordnung, Ausländerangelegenheiten,16,Sonstige ordentliche Aufwendungen,60755.67,2009,6381
Sicherheit und Ordnung, Ausländerangelegenheiten,17,Ordentliche Aufwendungen,1577205.01,2009,6382
Sicherheit und Ordnung, Ausländerangelegenheiten,18,Ordentliches Ergebnis,1265874.14,2009,6383
Sicherheit und Ordnung, Ausländerangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,1265874.14,2009,6384
Sicherheit und Ordnung, Ausländerangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,1265874.14,2009,6385
Sicherheit und Ordnung, Ausländerangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,93939.96,2009,6386
Sicherheit und Ordnung, Ausländerangelegenheiten,Interne,Leistungsbeziehungen,93939.96,2009,6387
Sicherheit und Ordnung, Statistik,2,Zuwendungen und allgemeine Umlagen,-9.32,2009,6389
Sicherheit und Ordnung, Statistik,5,Privatrechtliche Leistungsentgelte,-1608.75,2009,6390
Sicherheit und Ordnung, Statistik,6,Kostenerstattungen und Kostenumlagen,0.00,2009,6391
Sicherheit und Ordnung, Statistik,10,Ordentliche Erträge,-1618.07,2009,6392
Sicherheit und Ordnung, Statistik,11,Personalaufwendungen,501606.38,2009,6393
Sicherheit und Ordnung, Statistik,12,Versorgungsaufwendungen,51065.14,2009,6394
Sicherheit und Ordnung, Statistik,13,Aufwendungen f.Sach-/Dienstleistungen,21960.00,2009,6395
Sicherheit und Ordnung, Statistik,14,Bilanzielle Abschreibungen,779.37,2009,6396
Sicherheit und Ordnung, Statistik,16,Sonstige ordentliche Aufwendungen,14904.87,2009,6397
Sicherheit und Ordnung, Statistik,17,Ordentliche Aufwendungen,590315.76,2009,6398
Sicherheit und Ordnung, Statistik,18,Ordentliches Ergebnis,588697.69,2009,6399
Sicherheit und Ordnung, Statistik,22,Ergebnis lfd. Verwaltungstätigkeit,588697.69,2009,6400
Sicherheit und Ordnung, Statistik,26,Ergebnis vor int.Leistungsbeziehungen,588697.69,2009,6401
Sicherheit und Ordnung, Statistik,28,Aufwend. aus int.Leistungsbeziehungen,31830.00,2009,6402
Sicherheit und Ordnung, Statistik,Interne,Leistungsbeziehungen,31830.00,2009,6403
Sicherheit und Ordnung, Wahlen,2,Zuwendungen und allgemeine Umlagen,0.00,2009,6405
Sicherheit und Ordnung, Wahlen,4,Öffentlich-rechtl. Leistungsentgelte,0.00,2009,6406
Sicherheit und Ordnung, Wahlen,6,Kostenerstattungen und Kostenumlagen,-502619.84,2009,6407
Sicherheit und Ordnung, Wahlen,10,Ordentliche Erträge,-502619.84,2009,6408
Sicherheit und Ordnung, Wahlen,11,Personalaufwendungen,528736.35,2009,6409
Sicherheit und Ordnung, Wahlen,12,Versorgungsaufwendungen,121482.26,Foo,6410
Sicherheit und Ordnung, Wahlen,13,Aufwendungen f.Sach-/Dienstleistungen,26331.31,2009,6411
Sicherheit und Ordnung, Wahlen,14,Bilanzielle Abschreibungen,12332.51,2009,6412
Sicherheit und Ordnung, Wahlen,16,Sonstige ordentliche Aufwendungen,656807.35,2009,6413
Sicherheit und Ordnung, Wahlen,17,Ordentliche Aufwendungen,1345689.78,2009,6414
Sicherheit und Ordnung, Wahlen,18,Ordentliches Ergebnis,843069.94,2009,6415
Sicherheit und Ordnung, Wahlen,22,Ergebnis lfd. Verwaltungstätigkeit,843069.94,2009,6416
Sicherheit und Ordnung, Wahlen,26,Ergebnis vor int.Leistungsbeziehungen,843069.94,2009,6417
Sicherheit und Ordnung, Wahlen,28,Aufwend. aus int.Leistungsbeziehungen,17959.92,2009,6418
Sicherheit und Ordnung, Wahlen,Interne,Leistungsbeziehungen,17959.92,2009,6419
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,2,Zuwendungen und allgemeine Umlagen,-437576.79,2009,6421
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,4,Öffentlich-rechtl. Leistungsentgelte,-102336.10,2009,6422
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,5,Privatrechtliche Leistungsentgelte,-82844.85,2009,6423
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,6,Kostenerstattungen und Kostenumlagen,-316559.74,2009,6424
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,7,Sonstige ordentliche Erträge,-48082.53,2009,6425
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,10,Ordentliche Erträge,-987400.01,2009,6426
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,11,Personalaufwendungen,13457493.49,2009,6427
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,12,Versorgungsaufwendungen,5351152.56,2009,6428
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,13,Aufwendungen f.Sach-/Dienstleistungen,921674.08,2009,6429
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,14,Bilanzielle Abschreibungen,1326407.87,2009,6430
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,15,Transferaufwendungen,57633.85,2009,6431
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,16,Sonstige ordentliche Aufwendungen,687855.15,2009,6432
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,17,Ordentliche Aufwendungen,21802217.00,2009,6433
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,18,Ordentliches Ergebnis,20814816.99,2009,6434
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,22,Ergebnis lfd. Verwaltungstätigkeit,20814816.99,2009,6435
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,26,Ergebnis vor int.Leistungsbeziehungen,20814816.99,2009,6436
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,28,Aufwend. aus int.Leistungsbeziehungen,1055270.04,2009,6437
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,Interne,Leistungsbeziehungen,1055270.04,2009,6438
Sicherheit und Ordnung, Rettungsdienst,2,Zuwendungen und allgemeine Umlagen,0.00,2009,6440
Sicherheit und Ordnung, Rettungsdienst,4,Öffentlich-rechtl. Leistungsentgelte,-8588201.64,2009,6441
Sicherheit und Ordnung, Rettungsdienst,5,Privatrechtliche Leistungsentgelte,-971.20,2009,6442
Sicherheit und Ordnung, Rettungsdienst,6,Kostenerstattungen und Kostenumlagen,-65000.00,2009,6443
Sicherheit und Ordnung, Rettungsdienst,7,Sonstige ordentliche Erträge,-6365.71,2009,6444
Sicherheit und Ordnung, Rettungsdienst,10,Ordentliche Erträge,-8660538.55,2009,6445
Sicherheit und Ordnung, Rettungsdienst,11,Personalaufwendungen,3946494.36,2009,6446
Sicherheit und Ordnung, Rettungsdienst,12,Versorgungsaufwendungen,1537431.01,2009,6447
Sicherheit und Ordnung, Rettungsdienst,13,Aufwendungen f.Sach-/Dienstleistungen,1721403.53,2009,6448
Sicherheit und Ordnung, Rettungsdienst,14,Bilanzielle Abschreibungen,448946.97,2009,6449
Sicherheit und Ordnung, Rettungsdienst,16,Sonstige ordentliche Aufwendungen,1766259.90,2009,6450
Sicherheit und Ordnung, Rettungsdienst,17,Ordentliche Aufwendungen,9420535.77,2009,6451
Sicherheit und Ordnung, Rettungsdienst,18,Ordentliches Ergebnis,759997.22,2009,6452
Sicherheit und Ordnung, Rettungsdienst,22,Ergebnis lfd. Verwaltungstätigkeit,759997.22,2009,6453
Sicherheit und Ordnung, Rettungsdienst,26,Ergebnis vor int.Leistungsbeziehungen,759997.22,2009,6454
Sicherheit und Ordnung, Rettungsdienst,28,Aufwend. aus int.Leistungsbeziehungen,445440.00,2009,6455
Sicherheit und Ordnung, Rettungsdienst,Interne,Leistungsbeziehungen,445440.00,2009,6456
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-66733.64,2009,6458
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,5,Privatrechtliche Leistungsentgelte,-4031.77,2009,6459
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-3909.02,2009,6460
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,7,Sonstige ordentliche Erträge,-10657.42,2009,6461
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,10,Ordentliche Erträge,-85331.85,2009,6462
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,11,Personalaufwendungen,1060074.89,2009,6463
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,12,Versorgungsaufwendungen,201434.72,2009,6464
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,248334.58,2009,6465
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,14,Bilanzielle Abschreibungen,12850.18,2009,6466
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,16,Sonstige ordentliche Aufwendungen,563786.00,2009,6467
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,17,Ordentliche Aufwendungen,2086480.37,2009,6468
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,18,Ordentliches Ergebnis,2001148.52,2009,6469
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,2001148.52,2009,6470
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,2001148.52,2009,6471
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,64580.04,2009,6472
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,Interne,Leistungsbeziehungen,64580.04,2009,6473
Schulträgeraufgaben, Leistungen für Schulen,2,Zuwendungen und allgemeine Umlagen,-281744.98,2009,6475
Schulträgeraufgaben, Leistungen für Schulen,4,Öffentlich-rechtl. Leistungsentgelte,-243841.42,2009,6476
Schulträgeraufgaben, Leistungen für Schulen,5,Privatrechtliche Leistungsentgelte,-113379.14,2009,6477
Schulträgeraufgaben, Leistungen für Schulen,6,Kostenerstattungen und Kostenumlagen,-82115.82,2009,6478
Schulträgeraufgaben, Leistungen für Schulen,7,Sonstige ordentliche Erträge,-892083.59,2009,6479
Schulträgeraufgaben, Leistungen für Schulen,10,Ordentliche Erträge,-1613164.95,2009,6480
Schulträgeraufgaben, Leistungen für Schulen,11,Personalaufwendungen,11213812.48,2009,6481
